id,Cats,Dogs,No data,None
5509251445,1,1,0,0
5509251319,1,1,0,0
5509250826,0,0,1,0
5509250784,1,1,0,0
5509250753,1,1,0,0
5509250078,0,0,1,0
5509249988,1,1,0,0
5509249813,0,0,1,0
5509249454,1,1,0,0
5509248737,1,1,0,0
5509246622,0,0,1,0
5509245368,1,1,0,0
5509245356,0,0,1,0
5509245102,1,1,0,0
5509244503,0,0,1,0
5509243229,0,0,1,0
5509240251,1,1,0,0
5509239849,1,1,0,0
5509239036,0,0,1,0
5509238904,1,1,0,0
5509238878,1,1,0,0
5509236340,0,0,1,0
5509236173,0,0,1,0
5509234935,0,0,1,0
5509233322,1,1,0,0
5509232425,1,1,0,0
5509231798,1,1,0,0
5509231321,0,0,1,0
5509231073,0,0,1,0
5509231051,1,1,0,0
5509228567,1,1,0,0
5509228458,0,0,1,0
5509228091,1,1,0,0
5509226282,0,0,1,0
5509226103,1,1,0,0
5509225540,0,0,1,0
5509225092,0,0,1,0
5509224565,0,0,1,0
5509223236,1,1,0,0
5509221758,0,0,1,0
5509220573,1,1,0,0
5509219216,1,1,0,0
5509218357,0,0,1,0
5509217941,0,0,1,0
5509217447,1,1,0,0
5509216552,0,0,1,0
5509216355,1,1,0,0
5509216074,1,1,0,0
5509215786,0,0,1,0
5509215562,1,1,0,0
5509212236,0,0,1,0
5509211891,1,1,0,0
5509211069,0,0,1,0
5509210769,1,1,0,0
5509209078,0,0,1,0
5509208201,0,0,0,1
5509206377,1,0,0,0
5509206179,1,1,0,0
5509206165,1,1,0,0
5509206094,1,0,0,0
5509204510,1,1,0,0
5509200278,1,1,0,0
5509200273,0,0,1,0
5509199617,0,0,1,0
5509198213,0,0,1,0
5509198156,1,1,0,0
5509198005,1,1,0,0
5509196539,1,1,0,0
5509196260,0,0,1,0
5509193904,0,0,1,0
5509193172,0,0,1,0
5509191495,1,1,0,0
5509191161,0,0,1,0
5509190135,0,0,1,0
5509188430,1,1,0,0
5509187444,1,1,0,0
5509187076,0,0,1,0
5509186011,0,0,1,0
5509185602,1,1,0,0
5509184569,0,0,1,0
5509183680,1,1,0,0
5509183624,0,0,1,0
5509182865,0,0,1,0
5509182133,1,1,0,0
5509181827,1,0,0,0
5509181216,0,0,1,0
5509181087,0,0,1,0
5509180348,1,1,0,0
5509178983,0,0,1,0
5509175442,0,0,1,0
5509173534,1,1,0,0
5509171538,1,1,0,0
5509171413,0,0,1,0
5509171133,0,0,1,0
5509171057,0,0,1,0
5509169530,0,0,1,0
5509169016,0,0,1,0
5509167941,0,0,0,1
5509167838,0,0,1,0
5509167593,0,0,1,0
5509166495,0,0,1,0
5509165195,1,1,0,0
5509161635,1,1,0,0
5509161380,0,0,1,0
5509161351,0,0,1,0
5509159868,0,0,1,0
5509158345,0,0,1,0
5509157579,0,0,1,0
5509157289,1,0,0,0
5509156981,0,0,1,0
5509156919,0,0,1,0
5509156714,1,1,0,0
5509156658,1,1,0,0
5509156528,0,0,1,0
5509155593,0,0,1,0
5509155481,0,0,1,0
5509155244,0,0,1,0
5509154930,1,1,0,0
5509153719,0,0,1,0
5509153338,1,1,0,0
5509152942,0,0,1,0
5509152528,1,1,0,0
5509152502,0,0,1,0
5509150745,0,0,1,0
5509148483,0,0,1,0
5509147727,0,0,1,0
5509147412,0,0,1,0
5509146801,0,0,1,0
5509146646,1,1,0,0
5509146258,0,0,1,0
5509146255,1,1,0,0
5509145477,0,0,0,1
5509145406,0,0,0,1
5509144870,1,1,0,0
5509144370,0,0,1,0
5509144071,0,0,1,0
5509143311,0,0,1,0
5509143059,1,1,0,0
5509142576,0,0,1,0
5509142207,0,0,1,0
5509141258,0,0,1,0
5509140832,0,0,1,0
5509140680,0,0,1,0
5509140151,1,1,0,0
5509140016,0,0,1,0
5509139913,1,1,0,0
5509139332,0,0,1,0
5509137487,1,1,0,0
5509136048,0,0,1,0
5509135687,0,0,1,0
5509135609,1,0,0,0
5509135573,0,0,1,0
5509135513,0,0,1,0
5509135388,0,0,1,0
5509134082,0,0,1,0
5509133352,0,0,1,0
5509132771,1,1,0,0
5509132250,0,0,1,0
5509130837,1,1,0,0
5509130075,0,0,1,0
5509130057,0,0,1,0
5509129900,1,0,0,0
5509129570,0,0,1,0
5509129358,1,1,0,0
5509128699,0,0,1,0
5509127758,1,1,0,0
5509127505,0,0,1,0
5509127359,0,0,0,1
5509126313,1,1,0,0
5509125730,0,0,1,0
5509125365,1,1,0,0
5509125154,0,0,1,0
5509124695,0,0,1,0
5509124346,0,0,1,0
5509123496,1,1,0,0
5509123104,0,0,1,0
5509122022,0,0,1,0
5509121454,1,1,0,0
5509119627,1,0,0,0
5509119574,1,1,0,0
5509118960,1,0,0,0
5509118546,1,1,0,0
5509117484,1,0,0,0
5509115802,0,0,1,0
5509114372,0,0,1,0
5509113967,0,0,1,0
5509113485,1,1,0,0
5509113006,0,0,1,0
5509112860,1,1,0,0
5509112702,0,0,1,0
5509111462,1,1,0,0
5509110504,1,1,0,0
5509110411,1,1,0,0
5509109645,0,0,1,0
5509109588,1,1,0,0
5509108826,0,0,1,0
5509108550,0,0,1,0
5509107380,1,1,0,0
5509106954,0,0,1,0
5509106545,1,1,0,0
5509106349,0,0,1,0
5509106074,0,0,1,0
5509105480,1,1,0,0
5509104331,0,0,0,1
5509104028,0,0,1,0
5509102103,0,0,0,1
5509100561,1,1,0,0
5509099530,1,1,0,0
5509099274,1,1,0,0
5509099137,0,0,1,0
5509097954,0,0,1,0
5509097483,1,1,0,0
5509097376,1,1,0,0
5509096870,1,1,0,0
5509096590,0,0,0,1
5509096470,0,0,1,0
5509096414,0,0,1,0
5509094059,0,0,1,0
5509093284,1,1,0,0
5509092854,1,1,0,0
5509092800,0,0,1,0
5509092306,0,0,1,0
5509092284,0,0,1,0
5509091562,1,1,0,0
5509091445,0,0,1,0
5509091204,0,0,1,0
5509090426,1,1,0,0
5509090212,0,0,1,0
5509089725,0,0,0,1
5509089456,0,0,1,0
5509089273,1,1,0,0
5509086939,1,1,0,0
5509085827,1,1,0,0
5509085632,0,0,1,0
5509085304,0,0,1,0
5509083977,0,0,1,0
5509082568,0,0,1,0
5509081826,0,0,1,0
5509080920,1,1,0,0
5509080435,0,0,1,0
5509080172,0,0,1,0
5509079750,0,0,1,0
5509078994,0,0,1,0
5509077429,0,0,1,0
5509077120,0,0,1,0
5509076249,1,1,0,0
5509076133,0,0,1,0
5509075704,0,0,1,0
5509075134,0,0,1,0
5509074632,0,0,1,0
5509073212,1,1,0,0
5509070120,1,1,0,0
5509069629,0,0,1,0
5509069124,1,1,0,0
5509064323,0,0,1,0
5509063687,1,1,0,0
5509059625,0,0,1,0
5509057762,0,0,1,0
5509055645,0,0,1,0
5509054322,1,1,0,0
5509054259,1,1,0,0
5509054110,0,0,1,0
5509053723,0,0,1,0
5509052852,0,0,1,0
5509049717,0,0,1,0
5509048569,0,0,1,0
5509048494,0,0,1,0
5509047627,0,0,1,0
5509047030,1,1,0,0
5509045474,0,0,1,0
5509044486,0,0,1,0
5509044172,1,1,0,0
5509044161,1,1,0,0
5509043013,1,1,0,0
5509042645,0,0,1,0
5509042625,1,1,0,0
5509041081,0,0,0,1
5509038777,0,0,1,0
5509036969,1,1,0,0
5509036938,0,0,1,0
5509033598,1,1,0,0
5509025095,0,0,1,0
5509023700,0,0,1,0
5509023141,0,0,1,0
5509022513,1,1,0,0
5509020633,1,1,0,0
5509020080,1,1,0,0
5509019468,1,1,0,0
5509018412,0,0,1,0
5509018242,0,0,1,0
5509016419,1,1,0,0
5509015840,0,0,1,0
5509011714,1,1,0,0
5509008667,1,1,0,0
5509005268,0,0,0,1
5509003163,1,1,0,0
5509001556,0,0,1,0
5509001445,0,0,1,0
5508998368,0,0,1,0
5508996675,1,0,0,0
5508996039,0,0,1,0
5508979867,1,1,0,0
5508974062,1,1,0,0
5508972354,0,0,1,0
5508967236,0,0,1,0
5508964793,0,0,1,0
5508962986,0,0,1,0
5508950251,0,0,1,0
5508948132,1,1,0,0
5508947123,0,0,1,0
5508944655,0,0,1,0
5508942391,1,1,0,0
5508940218,1,1,0,0
5508934061,0,0,1,0
5508922732,0,0,1,0
5508918381,0,0,1,0
5508918285,0,0,1,0
5508909017,1,1,0,0
5508906800,0,0,1,0
5508906278,0,0,1,0
5508905682,1,1,0,0
5508903693,0,0,1,0
5508898116,1,1,0,0
5508897640,1,1,0,0
5508885787,1,1,0,0
5508883862,1,1,0,0
5508882972,1,1,0,0
5508882560,0,0,1,0
5508878264,0,0,1,0
5508873818,0,0,1,0
5508871659,0,0,1,0
5508870811,1,1,0,0
5508868497,0,0,1,0
5508867343,1,1,0,0
5508862089,0,0,1,0
5508859586,1,1,0,0
5508857200,1,1,0,0
5508854868,1,1,0,0
5508848874,0,0,1,0
5508844986,1,1,0,0
5508842678,0,0,1,0
5508840612,0,0,1,0
5508835797,1,1,0,0
5508835152,1,1,0,0
5508833919,0,0,1,0
5508833493,1,1,0,0
5508833468,0,0,1,0
5508831407,0,0,0,1
5508831340,0,0,1,0
5508828097,0,0,1,0
5508823560,1,1,0,0
5508821575,0,0,1,0
5508821420,1,1,0,0
5508821392,0,0,1,0
5508821030,1,1,0,0
5508815702,1,1,0,0
5508815521,0,0,1,0
5508814764,1,1,0,0
5508813107,1,1,0,0
5508812647,1,1,0,0
5508810338,0,0,1,0
5508809861,1,1,0,0
5508809071,1,1,0,0
5508808528,0,0,1,0
5508808162,1,1,0,0
5508806741,1,0,0,0
5508805948,0,0,1,0
5508802690,0,0,1,0
5508802608,0,0,1,0
5508802515,0,0,1,0
5508802108,0,0,1,0
5508800518,0,0,1,0
5508800119,0,0,1,0
5508798205,0,0,1,0
5508798180,0,0,1,0
5508797420,1,1,0,0
5508795074,1,1,0,0
5508793270,0,0,1,0
5508793178,1,1,0,0
5508787323,0,0,1,0
5508786668,0,0,1,0
5508783832,1,1,0,0
5508778665,0,0,1,0
5508772909,0,0,1,0
5508771206,0,0,1,0
5508770475,0,0,1,0
5508767827,0,0,1,0
5508763810,1,1,0,0
5508762149,0,0,1,0
5508761950,0,0,1,0
5508761622,1,0,0,0
5508761459,0,0,1,0
5508760340,0,0,1,0
5508758447,0,0,1,0
5508756596,0,0,1,0
5508756242,0,0,1,0
5508754626,0,0,1,0
5508753714,0,0,1,0
5508752895,0,0,1,0
5508752815,0,0,1,0
5508751941,0,0,1,0
5508750979,0,0,1,0
5508746757,1,1,0,0
5508745476,1,1,0,0
5508744992,1,1,0,0
5508744961,1,1,0,0
5508743569,0,0,1,0
5508743557,0,0,1,0
5508742389,0,0,1,0
5508740724,1,1,0,0
5508739465,0,0,1,0
5508737905,1,1,0,0
5508735725,0,0,1,0
5508731372,1,1,0,0
5508729009,1,1,0,0
5508728776,0,0,1,0
5508728313,0,0,0,1
5508722113,0,0,1,0
5508721189,0,0,1,0
5508712149,0,0,1,0
5508708321,1,1,0,0
5508705022,0,0,1,0
5508695240,0,0,1,0
5508690575,1,1,0,0
5508687613,1,1,0,0
5508686235,0,0,1,0
5508685625,0,0,1,0
5508684311,0,0,1,0
5508683854,0,0,1,0
5508681765,0,0,1,0
5508679614,1,1,0,0
5508675951,1,1,0,0
5508675607,1,1,0,0
5508674935,0,0,1,0
5509230711,0,0,1,0
5509229871,0,0,1,0
5509228924,0,0,1,0
5509228138,0,0,1,0
5509223793,1,1,0,0
5509223070,0,0,0,1
5509221589,0,0,1,0
5509220052,1,1,0,0
5509219655,1,1,0,0
5509218150,1,1,0,0
5509217631,1,1,0,0
5509216658,0,0,1,0
5509216513,0,0,1,0
5509214908,0,0,1,0
5509212997,0,0,1,0
5509212954,0,0,1,0
5509211917,1,1,0,0
5509211347,0,0,0,1
5509209465,1,1,0,0
5509209203,0,0,1,0
5509206885,1,1,0,0
5509206356,1,1,0,0
5509206206,0,0,1,0
5509205277,1,1,0,0
5509202533,0,0,1,0
5509202437,1,1,0,0
5509202038,0,0,1,0
5509200499,1,1,0,0
5509200017,0,0,1,0
5509196496,0,0,1,0
5509195483,0,0,1,0
5509194939,1,1,0,0
5509193802,0,0,1,0
5509192227,0,0,1,0
5509191472,1,1,0,0
5509191174,0,0,1,0
5509188304,1,1,0,0
5509188159,0,0,1,0
5509185073,1,1,0,0
5509184360,0,0,1,0
5509184047,1,1,0,0
5509181905,1,1,0,0
5509179684,0,0,1,0
5509178876,1,1,0,0
5509177733,1,1,0,0
5509177689,0,0,1,0
5509177446,0,0,1,0
5509174713,1,1,0,0
5509172713,1,1,0,0
5509171119,1,1,0,0
5509171049,0,0,1,0
5509170049,0,0,1,0
5509169206,0,0,1,0
5509168901,0,0,1,0
5509166256,0,0,1,0
5509166109,0,0,1,0
5509165579,0,0,1,0
5509164760,1,1,0,0
5509163901,0,0,1,0
5509161451,1,1,0,0
5509160980,0,0,1,0
5509160905,1,1,0,0
5509160580,1,1,0,0
5509160470,0,0,1,0
5509159840,0,0,1,0
5509159604,0,0,1,0
5509158753,1,1,0,0
5509158718,0,0,1,0
5509158159,1,1,0,0
5509157499,1,1,0,0
5509157489,1,0,0,0
5509157174,0,0,1,0
5509156587,1,1,0,0
5509156305,1,1,0,0
5509156101,0,0,1,0
5509155844,0,0,1,0
5509155818,1,1,0,0
5509155401,0,0,1,0
5509154729,0,0,1,0
5509154100,0,0,1,0
5509153860,1,1,0,0
5509153002,0,0,1,0
5509152877,1,1,0,0
5509152326,0,0,1,0
5509152281,1,0,0,0
5509152211,0,0,1,0
5509151659,1,1,0,0
5509151469,1,1,0,0
5509150822,0,0,1,0
5509149671,0,0,1,0
5509149487,0,0,1,0
5509149257,0,0,1,0
5509149152,1,1,0,0
5509148557,1,1,0,0
5509147039,0,0,1,0
5509146773,1,1,0,0
5509146617,1,1,0,0
5509145949,1,1,0,0
5509145627,0,0,1,0
5509145337,1,1,0,0
5509144995,1,1,0,0
5509143418,0,0,1,0
5509142795,0,0,1,0
5509142452,1,1,0,0
5509142217,0,0,1,0
5509142123,1,1,0,0
5509141892,1,1,0,0
5509141827,0,0,1,0
5509141806,0,0,1,0
5509141795,1,1,0,0
5509141154,0,0,1,0
5509140956,0,0,1,0
5509140932,1,0,0,0
5509140339,0,0,1,0
5509139851,1,1,0,0
5509139807,0,0,1,0
5509139217,0,0,1,0
5509138947,1,1,0,0
5509137939,1,1,0,0
5509137872,0,0,1,0
5509137080,0,0,1,0
5509136264,1,1,0,0
5509136103,1,1,0,0
5509135977,0,0,1,0
5509135547,0,0,1,0
5509134203,0,0,0,1
5509132596,0,0,1,0
5509131948,1,1,0,0
5509131769,0,0,1,0
5509130828,1,0,0,0
5509130706,0,0,1,0
5509130446,0,0,1,0
5509129640,1,1,0,0
5509128881,0,0,1,0
5509127787,0,0,1,0
5509127621,0,0,1,0
5509127465,0,0,1,0
5509127363,0,0,1,0
5509125947,0,0,1,0
5509124690,1,1,0,0
5509122863,0,0,1,0
5509121871,1,1,0,0
5509121467,1,1,0,0
5509119685,1,1,0,0
5509119123,1,1,0,0
5509119090,0,0,1,0
5509118231,0,0,1,0
5509116540,0,0,1,0
5509115709,0,0,1,0
5509112565,1,1,0,0
5509112537,0,0,1,0
5509111899,1,1,0,0
5509111694,1,1,0,0
5509111361,1,1,0,0
5509110693,0,0,1,0
5509110173,1,1,0,0
5509109598,1,1,0,0
5509109468,1,1,0,0
5509108930,0,0,0,1
5509106792,1,1,0,0
5509106614,0,0,1,0
5509106019,0,0,1,0
5509106005,1,1,0,0
5509105934,1,1,0,0
5509105725,0,0,1,0
5509105510,1,1,0,0
5509104187,1,1,0,0
5509104127,1,1,0,0
5509103943,0,0,1,0
5509103820,0,0,1,0
5509101125,1,1,0,0
5509099380,0,0,1,0
5509099200,1,1,0,0
5509098983,0,0,1,0
5509098921,0,0,1,0
5509098474,1,0,0,0
5509097729,0,0,0,1
5509096751,0,0,1,0
5509096730,0,0,1,0
5509096214,1,1,0,0
5509095385,0,0,1,0
5509095366,0,0,1,0
5509092498,0,0,1,0
5509090974,1,1,0,0
5509090439,0,0,1,0
5509089959,0,0,1,0
5509089760,0,0,1,0
5509089539,1,1,0,0
5509088880,0,0,1,0
5509088635,0,0,1,0
5509088196,0,0,1,0
5509088125,0,0,1,0
5509087720,0,0,1,0
5509086195,0,0,1,0
5509086078,0,0,1,0
5509085798,0,0,1,0
5509085407,1,1,0,0
5509084588,1,1,0,0
5509081743,1,1,0,0
5509081424,0,0,1,0
5509080694,1,1,0,0
5509080503,1,1,0,0
5509079183,0,0,1,0
5509078515,1,1,0,0
5509078087,1,1,0,0
5509075879,0,0,1,0
5509075415,0,0,1,0
5509074862,0,0,1,0
5509074627,1,0,0,0
5509074328,0,0,1,0
5509074321,0,0,1,0
5509074094,0,0,1,0
5509074010,0,0,1,0
5509072766,0,0,1,0
5509071441,1,1,0,0
5509071334,0,0,1,0
5509070899,0,0,1,0
5509070763,0,0,1,0
5509070044,1,1,0,0
5509070014,1,1,0,0
5509069617,1,1,0,0
5509069590,0,0,1,0
5509069403,0,0,1,0
5509068609,0,0,1,0
5509067393,0,0,1,0
5509066525,1,1,0,0
5509066219,1,1,0,0
5509065212,0,0,1,0
5509064771,0,0,1,0
5509063913,0,0,1,0
5509063023,0,0,1,0
5509062745,1,1,0,0
5509062429,1,1,0,0
5509061733,0,0,1,0
5509061705,0,0,1,0
5509060620,0,0,1,0
5509060514,0,0,1,0
5509060326,0,0,1,0
5509058453,1,1,0,0
5509058350,0,0,1,0
5509058164,0,0,1,0
5509057030,0,0,1,0
5509056657,1,1,0,0
5509055442,0,0,1,0
5509055384,1,1,0,0
5509054593,1,1,0,0
5509054514,0,0,1,0
5509053996,1,1,0,0
5509053986,1,1,0,0
5509053021,1,1,0,0
5509052916,1,1,0,0
5509052311,0,0,1,0
5509051549,0,0,1,0
5509051531,0,0,1,0
5509051371,0,0,1,0
5509050858,0,0,1,0
5509050602,1,1,0,0
5509049240,1,1,0,0
5509048912,1,1,0,0
5509048367,0,0,1,0
5509047779,0,0,1,0
5509047680,0,0,1,0
5509047035,0,0,1,0
5509046055,0,0,1,0
5509045222,1,1,0,0
5509045112,1,1,0,0
5509044801,0,0,1,0
5509044554,0,0,1,0
5509044516,0,0,1,0
5509043275,0,0,1,0
5509041621,0,0,1,0
5509041400,0,0,1,0
5509041372,0,0,1,0
5509040967,0,0,1,0
5509040488,1,1,0,0
5509040475,0,0,1,0
5509040192,0,0,1,0
5509037009,0,0,1,0
5509036396,0,0,0,1
5509035773,0,0,1,0
5509034795,0,0,1,0
5509034274,0,0,1,0
5509033609,1,1,0,0
5509032104,0,0,1,0
5509031548,1,1,0,0
5509031267,0,0,1,0
5509030369,1,1,0,0
5509029863,1,1,0,0
5509029762,0,0,1,0
5509028114,1,1,0,0
5509027816,0,0,1,0
5509027000,1,1,0,0
5509026965,0,0,1,0
5509026346,0,0,1,0
5509025989,1,1,0,0
5509025428,0,0,1,0
5509019958,0,0,1,0
5509018755,0,0,1,0
5509018527,0,0,1,0
5509015905,0,0,1,0
5509012690,0,0,1,0
5509009684,0,0,1,0
5509009608,1,1,0,0
5509008297,0,0,1,0
5509005293,0,0,1,0
5509003204,0,0,1,0
5509003095,0,0,1,0
5509002044,0,0,1,0
5509000550,0,0,1,0
5508999446,1,1,0,0
5508997698,1,1,0,0
5508995033,0,0,1,0
5508993318,0,0,0,1
5508987000,0,0,1,0
5508985873,1,1,0,0
5508982431,0,0,1,0
5508977113,1,1,0,0
5508974733,1,1,0,0
5508965463,0,0,1,0
5508962743,0,0,1,0
5508961755,0,0,1,0
5508959873,0,0,1,0
5508954357,0,0,1,0
5508949763,0,0,1,0
5508949358,0,0,1,0
5508947117,1,1,0,0
5508944330,1,1,0,0
5508942546,1,1,0,0
5508941418,1,1,0,0
5508938566,0,0,1,0
5508938527,0,0,1,0
5508936688,1,1,0,0
5508936672,0,0,1,0
5508932250,0,0,1,0
5508929488,0,0,1,0
5508908840,1,1,0,0
5508907404,1,1,0,0
5508906298,0,0,1,0
5508905651,0,0,1,0
5508899004,0,0,1,0
5508893116,0,0,1,0
5508889542,1,1,0,0
5508883644,1,1,0,0
5508881486,1,1,0,0
5508879929,1,1,0,0
5508877976,1,1,0,0
5508874895,0,0,1,0
5508873813,1,0,0,0
5508873084,0,0,1,0
5508869457,0,0,1,0
5508868817,0,0,1,0
5508865379,0,0,1,0
5508864245,1,1,0,0
5508863385,0,0,1,0
5508862432,0,0,1,0
5508862134,1,1,0,0
5508861757,0,0,1,0
5508861213,0,0,1,0
5508859523,0,0,1,0
5508858525,0,0,1,0
5508855103,0,0,1,0
5508853875,0,0,1,0
5508852856,1,1,0,0
5508845477,1,1,0,0
5508840903,0,0,1,0
5508839067,0,0,1,0
5508837790,1,1,0,0
5508835176,1,1,0,0
5508833642,1,1,0,0
5508833433,1,1,0,0
5508826834,1,1,0,0
5508826823,0,0,1,0
5508826291,0,0,1,0
5508824957,0,0,1,0
5508824746,1,1,0,0
5508823784,0,0,1,0
5508822745,1,1,0,0
5508822532,1,1,0,0
5508822392,0,0,1,0
5508821258,1,1,0,0
5508819838,1,1,0,0
5508819039,0,0,1,0
5508815713,0,0,1,0
5508815598,1,1,0,0
5508813768,1,1,0,0
5508809764,1,1,0,0
5508805781,0,0,1,0
5508803294,0,0,1,0
5508801344,0,0,1,0
5508799933,0,0,1,0
5508798851,0,0,1,0
5508797756,0,0,1,0
5508797526,0,0,1,0
5508797415,1,1,0,0
5508793291,0,0,1,0
5508793097,1,1,0,0
5508791598,0,0,1,0
5508790803,1,1,0,0
5508787780,0,0,1,0
5508785517,0,0,1,0
5508785191,0,0,1,0
5508785084,0,0,1,0
5508781616,0,0,1,0
5508781345,0,0,1,0
5508781287,0,0,1,0
5508777335,1,1,0,0
5508774465,0,0,1,0
5508773028,0,0,1,0
5508772979,1,1,0,0
5508771800,1,1,0,0
5508770471,0,0,1,0
5508770264,0,0,1,0
5508769832,0,0,1,0
5508762173,0,0,1,0
5508762039,0,0,1,0
5508758335,0,0,1,0
5508757656,1,1,0,0
5508754620,0,0,1,0
5508754206,0,0,1,0
5508753899,0,0,1,0
5508749003,0,0,1,0
5508746826,0,0,1,0
5508745213,1,1,0,0
5508743154,0,0,1,0
5508737700,1,1,0,0
5508737693,1,1,0,0
5508733992,0,0,1,0
5508731723,1,1,0,0
5508726415,0,0,1,0
5508721845,0,0,1,0
5508721228,0,0,1,0
5508721219,0,0,1,0
5508720257,1,1,0,0
5508718206,0,0,1,0
5508718028,0,0,1,0
5508714529,0,0,1,0
5508707497,0,0,1,0
5508707457,0,0,1,0
5508696201,0,0,1,0
5508687575,0,0,1,0
5508686302,0,0,1,0
5508683681,1,1,0,0
5508682814,1,1,0,0
5508681700,0,0,1,0
5508678656,1,1,0,0
5508676895,0,0,1,0
5508675723,1,1,0,0
5508673537,1,1,0,0
5508671082,1,1,0,0
5508669653,0,0,1,0
5508669249,1,1,0,0
5508666628,1,1,0,0
5508666072,0,0,1,0
5508666067,1,1,0,0
5508665928,1,1,0,0
5508662051,0,0,1,0
5509277468,1,1,0,0
5509276534,0,0,1,0
5509276418,0,0,1,0
5509276215,0,0,1,0
5509275198,0,0,1,0
5509273278,0,0,1,0
5509271058,0,0,1,0
5509269492,0,0,0,1
5509268084,0,0,1,0
5509267540,0,0,1,0
5509265235,0,0,1,0
5509265154,1,1,0,0
5509264973,0,0,1,0
5509264444,0,0,1,0
5509263388,0,0,1,0
5509263256,0,0,1,0
5509262811,0,0,1,0
5509262198,1,1,0,0
5509261059,0,0,1,0
5509260951,0,0,1,0
5509260276,0,0,1,0
5509260238,0,0,1,0
5509259852,0,0,1,0
5509259534,0,0,1,0
5509259253,1,1,0,0
5509258925,1,1,0,0
5509257437,1,1,0,0
5509256865,0,0,1,0
5509256801,0,0,1,0
5509256016,1,1,0,0
5509255333,1,1,0,0
5509254989,1,1,0,0
5509254930,1,1,0,0
5509253425,0,0,1,0
5509252944,1,1,0,0
5509251695,0,0,1,0
5509251099,1,1,0,0
5509249769,1,1,0,0
5509248822,1,1,0,0
5509248805,1,1,0,0
5509248658,1,0,0,0
5509246488,0,0,1,0
5509245994,0,0,1,0
5509245754,0,0,1,0
5509245519,0,0,1,0
5509244939,0,0,1,0
5509244724,1,1,0,0
5509243830,1,1,0,0
5509242122,0,0,1,0
5509239070,0,0,1,0
5509238993,0,0,1,0
5509236667,0,0,1,0
5509236439,0,0,1,0
5509233285,0,0,1,0
5509231314,0,0,1,0
5509230784,1,1,0,0
5509229810,0,0,1,0
5509229198,0,0,1,0
5509226788,1,1,0,0
5509225935,0,0,1,0
5509224894,1,1,0,0
5509224887,1,1,0,0
5509222621,0,0,1,0
5509215877,1,1,0,0
5509215542,1,1,0,0
5509214972,1,1,0,0
5509214392,1,1,0,0
5509214364,1,1,0,0
5509213519,1,1,0,0
5509213127,0,0,1,0
5509211085,0,0,1,0
5509210994,0,0,1,0
5509209308,0,0,1,0
5509208932,1,1,0,0
5509208912,1,1,0,0
5509208307,1,1,0,0
5509208135,1,1,0,0
5509208028,1,1,0,0
5509207599,1,1,0,0
5509203502,1,1,0,0
5509200088,0,0,1,0
5509197580,1,1,0,0
5509196928,0,0,1,0
5509195376,1,1,0,0
5509195034,0,0,1,0
5509192162,0,0,1,0
5509192011,1,1,0,0
5509191405,1,1,0,0
5509190861,1,1,0,0
5509189413,1,1,0,0
5509188390,0,0,1,0
5509186264,1,1,0,0
5509186023,0,0,1,0
5509185719,0,0,1,0
5509184346,0,0,0,1
5509183970,0,0,1,0
5509183779,0,0,1,0
5509182229,1,1,0,0
5509182020,1,1,0,0
5509181791,1,1,0,0
5509181266,1,1,0,0
5509181048,0,0,1,0
5509179105,1,1,0,0
5509176965,1,1,0,0
5509176825,1,1,0,0
5509175713,1,1,0,0
5509174306,1,1,0,0
5509172422,0,0,1,0
5509170350,1,1,0,0
5509168027,1,1,0,0
5509167096,0,0,1,0
5509166351,1,1,0,0
5509165793,0,0,1,0
5509162728,0,0,1,0
5509161138,0,0,1,0
5509159086,0,0,1,0
5509158983,0,0,1,0
5509158654,0,0,1,0
5509158337,1,1,0,0
5509158275,0,0,1,0
5509158090,1,1,0,0
5509157917,1,1,0,0
5509157354,1,1,0,0
5509157115,1,1,0,0
5509156375,1,1,0,0
5509156109,0,0,1,0
5509155275,0,0,1,0
5509155192,0,0,1,0
5509155178,1,1,0,0
5509155081,1,1,0,0
5509155058,0,0,1,0
5509154502,0,0,1,0
5509152996,0,0,1,0
5509152837,0,0,1,0
5509152430,1,1,0,0
5509152236,0,0,1,0
5509152196,1,1,0,0
5509149456,1,1,0,0
5509148491,0,0,1,0
5509148081,0,0,1,0
5509148029,1,1,0,0
5509147518,1,1,0,0
5509147149,0,0,1,0
5509145611,0,0,0,1
5509145541,0,0,1,0
5509145306,0,0,1,0
5509145110,1,1,0,0
5509143857,1,1,0,0
5509143661,1,1,0,0
5509143282,0,0,1,0
5509142592,0,0,1,0
5509142479,0,0,1,0
5509141915,1,1,0,0
5509141701,0,0,1,0
5509141683,1,1,0,0
5509141559,0,0,1,0
5509140485,0,0,1,0
5509139942,0,0,0,1
5509138492,1,1,0,0
5509137468,0,0,1,0
5509137400,1,1,0,0
5509137275,1,1,0,0
5509137090,1,1,0,0
5509136838,0,0,1,0
5509136766,1,1,0,0
5509136540,0,0,1,0
5509136521,1,1,0,0
5509135990,0,0,1,0
5509135865,0,0,1,0
5509134768,0,0,1,0
5509134442,0,0,1,0
5509134388,0,0,1,0
5509134353,0,0,1,0
5509134245,0,0,1,0
5509133998,0,0,1,0
5509133753,1,1,0,0
5509133319,1,1,0,0
5509132569,0,0,1,0
5509131236,0,0,1,0
5509130617,0,0,1,0
5509130528,0,0,1,0
5509130460,1,1,0,0
5509130215,1,0,0,0
5509127688,1,1,0,0
5509127645,1,1,0,0
